,Scheme,Category,Type,Benchmark,Rating,Net_Asset_Value(Rs.),CAGR% 6 Months,CAGR% 1 Year,CAGR% 3 Year,Min. Invest(Rs.),Exp. Ratio(%),SIP Min. Inv.(Rs.)
2401,TRUSTMF Money Market Fund-Reg(M-IDCW), Debt - Money Market Fund, Open ended, CRISIL Money Market Index,0,1024.9,-,-,-,1000.0,0.32,"1,000.00"
2402,Motilal Oswal S&P BSE Enhanced Value Index Fund-Reg(G), Index Funds - Other, Open ended, S&P BSE Enhanced Value Index - TRI,0,11.96,-,-,-,1000.0,0.95,"1,000.00"
2403,Motilal Oswal S&P BSE Quality Index Fund-Reg(G), ETFs - Index, Open ended, S&P BSE Quality Index - TRI,0,10.57,-,-,-,1000.0,0.98,"1,000.00"
2404,JM Short Duration Fund-Reg(G), Debt - Short Duration Fund, Open ended, N/A,0,10.21,-,-,-,5000.0,1.19,"1,000.00"
2405,JM Short Duration Fund-Reg(IDCW), Debt - Short Duration Fund, Open ended, N/A,0,10.21,-,-,-,5000.0,1.19,"1,000.00"
2406,Franklin India Balanced Advantage Fund-Reg(IDCW), Hybrid - Dynamic Asset Allocation, Open ended, NIFTY 50 Hybrid Composite Debt 50:50 Index,0,10.13,-,-,-,5000.0,2.25,"1,000.00"
2407,Tata Housing Opportunities Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, Nifty Housing - TRI,0,10.11,-,-,-,5000.0,2.49,"1,000.00"
2408,Tata Housing Opportunities Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, Nifty Housing - TRI,0,10.11,-,-,-,5000.0,2.49,"1,000.00"
2409,WOC Mid Cap Fund-Reg(G), Equity - Mid Cap Fund, Open ended, S&P BSE 150 MidCap - TRI,0,9.9,-,-,-,1000.0,2.45,"1,000.00"
2410,WOC Mid Cap Fund-Reg(IDCW), Equity - Mid Cap Fund, Open ended, S&P BSE 150 MidCap - TRI,0,9.9,-,-,-,1000.0,2.45,"1,000.00"
2411,WOC Tax Saver Fund-Reg(G), Equity - ELSS, Open ended, S&P BSE 500 - TRI,0,9.99,-,-,-,1000.0,2.54,"1,000.00"
2412,WOC Tax Saver Fund-Reg(IDCW), Equity - ELSS, Open ended, S&P BSE 500 - TRI,0,9.99,-,-,-,1000.0,2.54,"1,000.00"
2413,Shriram Overnight Fund-Reg(G), Debt - Overnight Fund, Open ended, CRISIL Overnight Index,0,10.29,-,-,-,5000.0,0.15,"1,000.00"
2414,Shriram Overnight Fund-Reg(DD-IDCW), Debt - Overnight Fund, Open ended, CRISIL Overnight Index,0,10.0,-,-,-,5000.0,0.15,"1,000.00"
2415,Shriram Overnight Fund-Reg(W-IDCW), Debt - Overnight Fund, Open ended, CRISIL Overnight Index,0,10.01,-,-,-,5000.0,0.15,"1,000.00"
2416,Shriram Overnight Fund-Reg(M-IDCW), Debt - Overnight Fund, Open ended, CRISIL Overnight Index,0,10.0,-,-,-,5000.0,0.15,"1,000.00"
2417,ICICI Pru PSU Equity Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, S&P BSE PSU - TRI,0,10.36,-,-,-,5000.0,2.32,"1,000.00"
2418,IDFC Nifty200 Momentum 30 Index Fund-Reg(IDCW), Index Funds - Other, Open ended, Nifty200 Momentum 30 - TRI,0,9.51,-,-,-,1000.0,1,"1,000.00"
2419,Sundaram Flexi Cap Fund-Reg(IDCW), Equity - Flexi Cap Fund, Open ended, NIFTY 500 - TRI,0,9.93,-,-,-,1000.0,2.11,"1,000.00"
2420,Edelweiss Gold and Silver ETF FoF-Reg(G), FoFs (Domestic / Overseas ) - Gold, Open ended, N/A,0,11.34,-,-,-,5000.0,0.63,"1,000.00"
2421,Edelweiss Gold and Silver ETF FoF-Reg(IDCW), FoFs (Domestic / Overseas ) - Gold, Open ended, N/A,0,11.34,-,-,-,5000.0,0.63,"1,000.00"
2422,IDFC CRISIL IBX 90:10 SDL Plus Gilt - April 2032 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL IBX 90:10 SDL Plus Gilt Index - April 2032,0,10.13,-,-,-,1000.0,0.3,"1,000.00"
2423,IDFC CRISIL IBX Gilt April 2026 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL IBX Gilt Index - April 2026,0,10.26,-,-,-,1000.0,0.4,"1,000.00"
2424,Nippon India Nifty SDL Plus G-Sec-Jun 2028 Maturity 70:30 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, Nifty SDL Plus G-Sec Jun 2028 70:30 Index,0,10.14,-,-,-,1000.0,0.38,"1,000.00"
2425,Baroda BNP Paribas Multi Asset Fund-Reg(G), Hybrid - Multi Asset Allocation, Open ended, NIFTY 500 - TRI,0,10.02,-,-,-,5000.0,2.37,"1,000.00"
2426,Union Retirement Fund-Reg(IDCW), Solution Oriented - Retirement Fund, Open ended, S&P BSE 500 - TRI,0,9.9,-,-,-,1000.0,2.45,"1,000.00"
2427,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund-Reg(G), Debt - Gilt Fund with 10 year constant duration, Open ended, CRISIL IBX 50:50 Gilt Plus SDL Index - April 2037,0,10.38,-,-,-,5000.0,0.4,"1,000.00"
2428,SBI Long Duration Fund-Reg(G), Debt - Long Duration Fund, Open ended, Crisil Long Term Debt Index,0,10.13,-,-,-,5000.0,N/A,"1,000.00"
2429,HDFC Nifty G-Sec Dec 2026 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, Nifty G-sec Dec 2026 Index,0,10.18,-,-,-,1000.0,0.35,"1,000.00"
2430,HDFC Nifty G-Sec Sep 2032 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, Nifty G-Sec Sep 2032 Index,0,10.1,-,-,-,1000.0,0.37,"1,000.00"
2431,Axis Silver FoF-Reg(IDCW), FoFs (Domestic) - Debt Oriented, Open ended, Silver,0,11.71,-,-,-,5000.0,0.7,"1,000.00"
2432,Aditya Birla SL CRISIL IBX Gilt - April 2026 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL IBX Gilt Index - April 2026,0,10.28,-,-,-,1000.0,0.35,"1,000.00"
2433,Aditya Birla SL Nifty SDL Sep 2025 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, Nifty SDL Sep 2025 Index,0,10.28,-,-,-,1000.0,0.35,"1,000.00"
2434,Kotak Business Cycle Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, NIFTY 500 - TRI,0,10.04,-,-,-,5000.0,2.1,"1,000.00"
2435,Aditya Birla SL CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL IBX 50:50 Gilt Plus SDL Index - April 2028,0,10.29,-,-,-,1000.0,0.33,"1,000.00"
2436,ICICI Pru Nifty50 Equal Weight Index Fund-Reg(G), Index Funds - Other, Open ended, NIFTY50 Equal Weight - TRI,0,10.4,-,-,-,5000.0,1,"5,000.00"
2437,ICICI Pru Nifty50 Equal Weight Index Fund-Reg(IDCW), Index Funds - Other, Open ended, NIFTY50 Equal Weight - TRI,0,10.4,-,-,-,5000.0,1,"5,000.00"
2438,IDFC Nifty100 Low Volatility 30 Index Fund-Reg(IDCW), Index Funds - Other, Open ended, Nifty100 Low Volatility 30 - TRI,0,10.32,-,-,-,1000.0,1,"1,000.00"
2439,Aditya Birla SL Nifty SDL Sep 2025 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, Nifty SDL Sep 2025 Index,0,10.28,-,-,-,1000.0,0.35,"1,000.00"
2440,ICICI Pru Nifty Auto Index Fund-Reg(IDCW), Index Funds - Other, Open ended, NIFTY AUTO - TRI,0,10.51,-,-,-,1000.0,0.99,"1,000.00"
2441,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund-Reg(IDCW), Debt - Gilt Fund with 10 year constant duration, Open ended, CRISIL IBX 50:50 Gilt Plus SDL Index - April 2037,0,10.38,-,-,-,5000.0,0.4,"1,000.00"
2442,SBI Nifty Midcap 150 Index Fund-Reg(IDCW), Index Funds - Other, Open ended, Nifty Midcap 150 - TRI,0,10.1,-,-,-,5000.0,1,"1,000.00"
2443,SBI Nifty Smallcap 250 Index Fund-Reg(G), Index Funds - Other, Open ended, Nifty Smallcap 250 - TRI,0,10.0,-,-,-,5000.0,1,"1,000.00"
2444,SBI Nifty Smallcap 250 Index Fund-Reg(IDCW), Index Funds - Other, Open ended, Nifty Smallcap 250 - TRI,0,10.0,-,-,-,5000.0,1,"1,000.00"
2445,SBI CRISIL IBX Gilt Index - June 2036 Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL IBX Gilt Index - June 2036,0,10.34,-,-,-,5000.0,0.54,"1,000.00"
2446,SBI CRISIL IBX Gilt Index - June 2036 Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX Gilt Index - June 2036,0,10.34,-,-,-,5000.0,0.54,"1,000.00"
2447,Aditya Birla SL CRISIL IBX Gilt Apr 2029 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL IBX Gilt Index - April 2029,0,10.3,-,-,-,1000.0,0.35,"1,000.00"
2448,Tata CRISIL IBX Gilt Index - April 2026 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL IBX Gilt Index - April 2026,0,10.26,-,-,-,5000.0,0.36,"1,000.00"
2449,Tata CRISIL IBX Gilt Index - April 2026 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX Gilt Index - April 2026,0,10.26,-,-,-,5000.0,0.36,"1,000.00"
2450,Aditya Birla SL Multi-Index FoF-Reg(G), FoFs (Domestic) - Equity Oriented, Open ended, N/A,0,10.09,-,-,-,1000.0,0.64,"1,000.00"
2451,Aditya Birla SL Multi-Index FoF-Reg(IDCW), FoFs (Domestic) - Equity Oriented, Open ended, N/A,0,10.09,-,-,-,1000.0,0.64,"1,000.00"
2452,Aditya Birla SL CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX 50:50 Gilt Plus SDL Index - April 2028,0,10.29,-,-,-,1000.0,0.33,"1,000.00"
2453,Aditya Birla SL CRISIL IBX Gilt - April 2026 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX Gilt Index - April 2026,0,10.28,-,-,-,1000.0,0.35,"1,000.00"
2454,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund-Reg(IDCW), Debt - Corporate Bond Fund, Open ended, Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index,0,10.25,-,-,-,5000.0,0.39,"1,000.00"
2455,SBI CRISIL IBX Gilt Index - Apr 2029 Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL IBX Gilt Index - April 2029,0,10.28,-,-,-,5000.0,0.44,"1,000.00"
2456,SBI CRISIL IBX Gilt Index - Apr 2029 Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX Gilt Index - April 2029,0,10.28,-,-,-,5000.0,0.44,"1,000.00"
2457,SBI CRISIL IBX SDL Index - Sep 2027 Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL IBX SDL Index - September 2027,0,10.24,-,-,-,5000.0,0.43,"1,000.00"
2458,SBI CRISIL IBX SDL Index - Sep 2027 Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX SDL Index - September 2027,0,10.24,-,-,-,5000.0,0.43,"1,000.00"
2459,ICICI Pru Transportation and Logistics Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, Nifty Transportation & Logistics - TRI,0,10.02,-,-,-,5000.0,2.05,"1,000.00"
2460,ICICI Pru Transportation and Logistics Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, Nifty Transportation & Logistics - TRI,0,10.02,-,-,-,5000.0,2.05,"1,000.00"
2461,LIC MF Multi Cap Fund-Reg(IDCW), Equity - Multi Cap Fund, Open ended, Nifty500 Multicap 50:25:25 - TRI,0,9.86,-,-,-,5000.0,2.69,"1,000.00"
2462,IDFC Transportation and Logistics Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, Nifty Transportation & Logistics - TRI,0,10.1,-,-,-,1000.0,2.47,"1,000.00"
2463,IDFC Transportation and Logistics Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, Nifty Transportation & Logistics - TRI,0,10.1,-,-,-,1000.0,2.47,"1,000.00"
2464,WOC Balanced Advantage Fund-Reg(G), Hybrid - Balanced Advantage, Open ended, CRISIL Hybrid 50+50 - Moderate Index,0,10.0,-,-,-,1000.0,N/A,"1,000.00"
2465,ICICI Pru Nifty SDL Dec 2028 Index Fund-Reg(A-IDCW), Debt - Gilt Fund, Open ended, Nifty SDL Dec 2028 Index,0,10.31,-,-,-,1000.0,0.4,"1,000.00"
2466,ICICI Pru Nifty G-Sec Dec 2030 Index Fund-Reg(A-IDCW), Debt - Gilt Fund, Open ended, Nifty G-Sec Dec 2030 Index,0,10.31,-,-,-,1000.0,0.4,"1,000.00"
2467,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL IBX 50:50 Gilt Plus SDL Index - June 2027,0,10.25,-,-,-,5000.0,0.4,"1,000.00"
2468,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX 50:50 Gilt Plus SDL Index - June 2027,0,10.25,-,-,-,5000.0,0.4,"1,000.00"
2469,UTI Gold ETF FoF-Reg(G), FoFs (Domestic / Overseas ) - Gold, Open ended, Gold-India,0,11.06,-,-,-,5000.0,N/A,"1,000.00"
2470,Tata Nifty Midcap 150 Momentum 50 Index Fund-Reg(G), Index Funds - Other, Open ended, Nifty Midcap150 Momentum 50 - TRI,0,9.52,-,-,-,5000.0,1.01,"1,000.00"
2471,Tata Nifty Midcap 150 Momentum 50 Index Fund-Reg(IDCW), Index Funds - Other, Open ended, Nifty Midcap150 Momentum 50 - TRI,0,9.52,-,-,-,5000.0,1.01,"1,000.00"
2472,IDFC CRISIL IBX Gilt April 2026 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX Gilt Index - April 2026,0,10.26,-,-,-,1000.0,0.4,"1,000.00"
2473,Axis NASDAQ 100 FoF-Reg(G), FoFs (Overseas), Open ended, Nasdaq-100 - TRI,0,11.24,-,-,-,1000.0,0.64,"1,000.00"
2474,Axis NASDAQ 100 FoF-Reg(IDCW), FoFs (Overseas), Open ended, Nasdaq-100 - TRI,0,11.24,-,-,-,1000.0,0.64,"1,000.00"
2475,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Reg(G), Debt - Corporate Bond Fund, Open ended, Nifty AAA PSU Bond Plus SDL Sep 2026 50:50 Index,0,10.22,-,-,-,1000.0,0.39,"1,000.00"
2476,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Reg(IDCW), Debt - Corporate Bond Fund, Open ended, Nifty AAA PSU Bond Plus SDL Sep 2026 50:50 Index,0,10.22,-,-,-,1000.0,0.39,"1,000.00"
2477,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G), Debt - Corporate Bond Fund, Open ended, Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,0,10.21,-,-,-,5000.0,0.38,"1,000.00"
2478,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(IDCW), Debt - Corporate Bond Fund, Open ended, Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,0,10.21,-,-,-,5000.0,0.38,"1,000.00"
2479,Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL IBX Gilt Index - April 2033,0,10.32,-,-,-,5000.0,0.45,"1,000.00"
2480,Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX Gilt Index - April 2033,0,10.32,-,-,-,5000.0,0.45,"1,000.00"
2481,Aditya Birla SL CRISIL IBX Gilt Apr 2029 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX Gilt Index - April 2029,0,10.3,-,-,-,1000.0,0.35,"1,000.00"
2482,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL IBX 50:50 Gilt Plus SDL Index - Sep 2028,0,10.22,-,-,-,5000.0,0.41,"1,000.00"
2483,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX 50:50 Gilt Plus SDL Index - Sep 2028,0,10.22,-,-,-,5000.0,0.41,"1,000.00"
2484,WOC Large Cap Fund-Reg(G), Equity - Large Cap Fund, Open ended, S&P BSE 100 - TRI,0,9.4,-,-,-,1000.0,2.39,"1,000.00"
2485,WOC Large Cap Fund-Reg(IDCW), Equity - Large Cap Fund, Open ended, S&P BSE 100 - TRI,0,9.4,-,-,-,1000.0,2.39,"1,000.00"
2486,Canara Rob Mid Cap Fund-Reg(IDCW), Equity - Mid Cap Fund, Open ended, S&P BSE 150 MidCap - TRI,0,9.84,-,-,-,5000.0,2.36,"1,000.00"
2487,HDFC Business Cycle Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, NIFTY 500 - TRI,0,9.78,-,-,-,1000.0,2.2,"1,000.00"
2488,JM Midcap Fund-Reg(G), Equity - Mid Cap Fund, Open ended, Nifty Midcap 150 - TRI,0,9.97,-,-,-,5000.0,2.38,"1,000.00"
2489,JM Midcap Fund-Reg(IDCW), Equity - Mid Cap Fund, Open ended, Nifty Midcap 150 - TRI,0,9.97,-,-,-,5000.0,2.38,"1,000.00"
2490,Kotak All Weather Debt FoF Fund-Reg(G), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY Composite Debt Index,0,10.14,-,-,-,5000.0,0.15,"1,000.00"
2491,Kotak All Weather Debt FoF Fund-Reg(IDCW), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY Composite Debt Index,0,10.14,-,-,-,5000.0,0.15,"1,000.00"
2492,Nippon India Nifty SDL Plus G-Sec-Jun 2028 Maturity 70:30 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, Nifty SDL Plus G-Sec Jun 2028 70:30 Index,0,10.14,-,-,-,1000.0,0.38,"1,000.00"
2493,Axis Nifty SDL Sep 2026 Debt Index Fund-Reg(G), Debt - Gilt Fund, Open ended, Nifty SDL Sep 2026 Index,0,10.15,-,-,-,5000.0,0.3,"1,000.00"
2494,Axis Nifty SDL Sep 2026 Debt Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, Nifty SDL Sep 2026 Index,0,10.15,-,-,-,5000.0,0.3,"1,000.00"
2495,IDFC CRISIL IBX 90:10 SDL Plus Gilt - Nov 2026 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX 90:10 SDL Plus Gilt Index - November 2026,0,10.15,-,-,-,1000.0,0.4,"1,000.00"
2496,IDFC CRISIL IBX 90:10 SDL Plus Gilt - April 2032 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX 90:10 SDL Plus Gilt Index - April 2032,0,10.13,-,-,-,1000.0,0.3,"1,000.00"
2497,Edelweiss Nifty Smallcap 250 Index Fund-Reg(G), Index Funds - Other, Open ended, Nifty Smallcap 250 - TRI,0,9.5,-,-,-,1000.0,1.04,"1,000.00"
2498,Edelweiss Nifty Smallcap 250 Index Fund-Reg(IDCW), Index Funds - Other, Open ended, Nifty Smallcap 250 - TRI,0,9.5,-,-,-,1000.0,1.04,"1,000.00"
2499,Edelweiss Nifty Next 50 Index Fund-Reg(G), Index Funds - Nifty Next 50, Open ended, NIFTY NEXT 50 - TRI,0,8.88,-,-,-,1000.0,1.02,"1,000.00"
2500,Edelweiss Nifty Next 50 Index Fund-Reg(IDCW), Index Funds - Nifty Next 50, Open ended, NIFTY NEXT 50 - TRI,0,8.88,-,-,-,1000.0,1.02,"1,000.00"
2501,Edelweiss Nifty Midcap150 Momentum 50 Index Fund-Reg(G), Index Funds - Other, Open ended, Nifty Midcap150 Momentum 50 - TRI,0,9.45,-,-,-,1000.0,1.02,"1,000.00"
2502,Edelweiss Nifty Midcap150 Momentum 50 Index Fund-Reg(IDCW), Index Funds - Other, Open ended, Nifty Midcap150 Momentum 50 - TRI,0,9.45,-,-,-,1000.0,1.02,"1,000.00"
2503,Mahindra Manulife Small Cap Fund-Reg(IDCW), Equity - Small cap Fund, Open ended, S&P BSE 250 Small Cap - TRI,0,9.93,-,-,-,1000.0,2.37,"1,000.00"
2504,Baroda BNP Paribas Multi Asset Fund-Reg(IDCW), Hybrid - Multi Asset Allocation, Open ended, NIFTY 500 - TRI,0,10.02,-,-,-,5000.0,2.37,"1,000.00"
2505,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Reg(G), Debt - Gilt Fund, Open ended, Nifty G-Sec Sep 2027 Index,0,10.06,-,-,-,1000.0,0.39,"1,000.00"
2506,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, Nifty G-Sec Sep 2027 Index,0,10.06,-,-,-,1000.0,0.39,"1,000.00"
2507,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Reg(G), Debt - Gilt Fund, Open ended, Nifty G-Sec Jun 2036 Index,0,10.1,-,-,-,1000.0,0.39,"1,000.00"
2508,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, Nifty G-Sec Jun 2036 Index,0,10.1,-,-,-,1000.0,0.39,"1,000.00"
2509,IDFC CRISIL IBX 90:10 SDL Plus Gilt - Sep 2027 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX 90:10 SDL Plus Gilt Index - September 2027,0,10.12,-,-,-,1000.0,0.4,"1,000.00"
2510,Union Multicap Fund-Reg(IDCW), Equity - Multi Cap Fund, Open ended, Nifty500 Multicap 50:25:25 - TRI,0,9.65,-,-,-,1000.0,2.54,"1,000.00"
2511,Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU Apr 2026 Index Fund-Reg(G), Debt - Corporate Bond Fund, Open ended, CRISIL IBX 60:40 SDL + AAA PSU Index - April 2026,0,10.1,-,-,-,1000.0,N/A,"1,000.00"
2512,Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU Apr 2026 Index Fund-Reg(IDCW), Debt - Corporate Bond Fund, Open ended, CRISIL IBX 60:40 SDL + AAA PSU Index - April 2026,0,10.1,-,-,-,1000.0,N/A,"1,000.00"
2513,ICICI Pru Nifty Pharma Index Fund-Reg(G), Equity - Sectoral Fund - Pharma & Health Care, Open ended, NIFTY PHARMA - TRI,0,9.55,-,-,-,1000.0,1.02,"1,000.00"
2514,ICICI Pru Nifty Pharma Index Fund-Reg(IDCW), Equity - Sectoral Fund - Pharma & Health Care, Open ended, NIFTY PHARMA - TRI,0,9.55,-,-,-,1000.0,1.02,"1,000.00"
2515,HSBC Multi Cap Fund-Reg(G), Equity - Multi Cap Fund, Open ended, Nifty500 Multicap 50:25:25 - TRI,0,10.08,-,-,-,5000.0,N/A,"1,000.00"
2516,BHARAT Bond ETF FOF - April 2033 -Reg(G), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY BHARAT Bond Index - April 2033,0,10.07,-,-,-,1000.0,0.06,"1,000.00"
2517,BHARAT Bond ETF FOF - April 2033 -Reg(IDCW), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY BHARAT Bond Index - April 2033,0,10.07,-,-,-,1000.0,0.06,"1,000.00"
2518,IIFL ELSS Nifty 50 Tax Saver Index Fund-Reg(G), Equity - ELSS, Open ended, NIFTY 50 - TRI,0,9.95,-,-,-,1000.0,0.52,"1,000.00"
2519,IIFL ELSS Nifty 50 Tax Saver Index Fund-Reg(IDCW), Equity - ELSS, Open ended, NIFTY 50 - TRI,0,9.95,-,-,-,1000.0,0.52,"1,000.00"
2520,Axis Long Duration Fund-Reg(DD-IDCW), Debt - Long Duration Fund, Open ended, NIFTY Long Duration Debt Index,0,1014.78,-,-,-,5000.0,0.75,"1,000.00"
2521,Axis Long Duration Fund-Reg(M-IDCW), Debt - Long Duration Fund, Open ended, NIFTY Long Duration Debt Index,0,1014.78,-,-,-,5000.0,0.75,"1,000.00"
2522,Axis Long Duration Fund-Reg(Q-IDCW), Debt - Long Duration Fund, Open ended, NIFTY Long Duration Debt Index,0,1014.78,-,-,-,5000.0,0.75,"1,000.00"
2523,Axis Long Duration Fund-Reg(A-IDCW), Debt - Long Duration Fund, Open ended, NIFTY Long Duration Debt Index,0,1014.78,-,-,-,5000.0,0.75,"1,000.00"
2524,Quant Overnight Fund-Reg(G), Debt - Overnight Fund, Open ended, CRISIL Overnight Index,0,10.12,-,-,-,5000.0,0.23,"1,000.00"
2525,Quant Overnight Fund-Reg(IDCW), Debt - Overnight Fund, Open ended, CRISIL Overnight Index,0,10.11,-,-,-,5000.0,0.23,"1,000.00"
2526,ICICI Pru Nifty SDL Sep 2026 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, Nifty SDL Sep 2026 Index,0,10.08,-,-,-,1000.0,0.39,"1,000.00"
2527,ICICI Pru Nifty SDL Sep 2026 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, Nifty SDL Sep 2026 Index,0,10.08,-,-,-,1000.0,0.39,"1,000.00"
2528,UTI CRISIL SDL Maturity April 2033 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL IBX SDL Index - April 2033,0,10.07,-,-,-,5000.0,N/A,"1,000.00"
2529,SBI Long Duration Fund-Reg(IDCW), Debt - Long Duration Fund, Open ended, Crisil Long Term Debt Index,0,10.13,-,-,-,5000.0,N/A,"1,000.00"
2530,Kotak Nifty SDL Jul 2026 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, Nifty SDL Jul 2026 Index,0,10.08,-,-,-,5000.0,0.4,"1,000.00"
2531,Quant Gilt Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL Dynamic Gilt Index,0,10.07,-,-,-,5000.0,1.71,"1,000.00"
2532,Quant Gilt Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL Dynamic Gilt Index,0,10.07,-,-,-,5000.0,1.71,"1,000.00"
2533,Baroda BNP Paribas NIFTY SDL December 2026 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, NIFTY SDL December 2026 Index,0,10.02,-,-,-,5000.0,0.45,"1,000.00"
2534,Tata Nifty G-Sec Dec 2029 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, Nifty G-Sec Dec 2029 Index,0,10.03,-,-,-,5000.0,0.42,"1,000.00"
2535,Tata Nifty G-Sec Dec 2029 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, Nifty G-Sec Dec 2029 Index,0,10.03,-,-,-,5000.0,0.42,"1,000.00"
2536,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL IBX 50:50 Gilt Plus SDL Index - June 2028,0,10.0,-,-,-,5000.0,N/A,"1,000.00"
2537,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL IBX 50:50 Gilt Plus SDL Index - June 2028,0,10.0,-,-,-,5000.0,N/A,"1,000.00"
